contract_size,ua_tse_code,ua_ticker,ua_close_price,ua_yesterday_price,begin_date,end_date,strike_price,days_to_maturity,tse_code,last_price,open_positions,close_price,yesterday_price,notional_value,trades_value,trades_volume,trades_num,name,ticker,bid_price,bid_volume,ask_price,ask_volume,yesterday_open_positions,option_type
1000,53059909885484371,رويين,10073,10135,20240713,20241117,16000,9,66570856760155038,150,9010,150,150,0.0,0.0,0,0,اختيارخ رويين-16000-14030827,ضرويين810,0,0,0,0,9010,call
1000,41927452991671109,توان,15296,15346,20240706,20241222,17000,44,5458901235872753,352,15920,340,354,13888768000.0,308316000.0,908,37,اختيارخ توان-17000-14031002,ضتوان1006,360,86,400,50,15920,call
1000,41625340598198551,بساما,13410,13280,20240804,20241124,10000,16,25978363795639504,3500,1870,3475,3475,0.0,0.0,0,0,اختيارخ بساما-10000-14030904,ضبساما903,2202,1,0,0,1870,call
1257,58741071099161284,فرابورس,4127,4162,20231212,20241208,10301,30,69280814691255889,1,2,1,1,0.0,0.0,0,0,اختيارخ فرابورس-10301-14030918,ضفرابورس910,0,0,0,0,2,call
1000,50792786683910016,كرمان,809,788,20240630,20241110,750,2,32511868394381102,131,32,170,170,0.0,0.0,0,0,اختيارخ كرمان-750-14030820,ضكرمان800,1,100,0,0,32,call
1000,25211433301660888,خپارس,699,712,20241015,20250309,950,121,27222786638292808,1,0,1,1,0.0,0.0,0,0,اختيارخ خپارس-950-14031219,ضخپارس1224,1,100,0,0,0,call
1000,25211433301660888,خپارس,699,712,20241015,20250309,1100,121,43687648922862389,1,0,1,1,0.0,0.0,0,0,اختيارخ خپارس-1100-14031219,ضخپارس1226,1,100,0,0,0,call
1000,53059909885484371,رويين,10073,10135,20240917,20250209,10000,93,17557625013583861,1400,248,1400,1400,0.0,0.0,0,0,اختيارخ رويين-10000-14031121,ضرويين1104,669,6,0,0,248,call
1000,53059909885484371,رويين,10073,10135,20240917,20250209,15000,93,38736441484232803,1,0,1,1,0.0,0.0,0,0,اختيارخ رويين-15000-14031121,ضرويين1109,1,98,0,0,0,call
1000,23557166059925779,فصبا,3468,3475,20240819,20241208,2200,30,52480146597403781,1,0,1,1,0.0,0.0,0,0,اختيارخ فصبا-2200-14030918,ضفصبا901,50,60,0,0,0,call
1000,23557166059925779,فصبا,3468,3475,20240819,20241208,4000,30,42614538779315825,51,9794,138,43,12821196000.0,510650000.0,3697,17,اختيارخ فصبا-4000-14030918,ضفصبا910,51,239,68,1,9794,call
1000,66682662312253625,آساس,37773,38463,20240824,20250119,30000,72,674025357176538,11310,1925,11347,11347,0.0,0.0,0,0,اختيارخ آساس-30000-14031030,ضاساس1008,100,30,10626,53,1925,call
1000,53059909885484371,رويين,10073,10135,20240917,20250316,9500,128,53342076459648272,2000,12,1934,1934,0.0,0.0,0,0,اختيارخ رويين-9500-14031226,ضرويين1203,669,6,0,0,12,call
1000,11427939669935844,اطلس,43062,43659,20240930,20241222,34000,44,716043134927961,1,0,1,1,0.0,0.0,0,0,اختيارخ اطلس-34000-14031002,ضاطلس1000,1,10,0,0,0,call
1000,23557166059925779,فصبا,3468,3475,20240819,20241208,2600,30,21320293730786911,1,0,1,1,0.0,0.0,0,0,اختيارخ فصبا-2600-14030918,ضفصبا903,30,100,0,0,0,call
1000,23557166059925779,فصبا,3468,3475,20240819,20241208,2800,30,3528245521383729,1,0,1,1,0.0,0.0,0,0,اختيارخ فصبا-2800-14030918,ضفصبا904,20,150,0,0,0,call
1000,66682662312253625,آساس,37773,38463,20240527,20250119,40000,72,55662054798696019,1400,18074,1400,1600,4721625000.0,175000000.0,125,4,اختيارخ آساس-40000-14031030,ضاساس1004,10,300,1300,1,18074,call
1000,66682662312253625,آساس,37773,38463,20240824,20241117,30000,9,66464678977674763,9000,671,9000,9000,0.0,0.0,0,0,اختيارخ آساس-30000-14030827,ضاساس809,500,100,9000,125,671,call
1000,22275596386264204,كوثر,1558,1580,20241016,20250209,1800,93,13525696283392395,1,0,1,1,0.0,0.0,0,0,اختيارخ كوثر-1800-14031121,ضكوثر1116,1,100,0,0,0,call
1000,67141987086032267,موج,11745,11745,20240818,20241117,7500,9,1107191665510357,1,0,1,1,0.0,0.0,0,0,اختيارخ موج-7500-14030827,ضموج814,1,50,0,0,0,call
1000,67141987086032267,موج,11745,11745,20241028,20250105,12000,58,639989011793076,1,0,1,1,0.0,0.0,0,0,اختيارخ موج-12000-14031016,ضموج1007,10,100,0,0,0,call
1000,67141987086032267,موج,11745,11745,20241028,20250105,15000,58,68632333245601181,1,0,1,1,0.0,0.0,0,0,اختيارخ موج-15000-14031016,ضموج1010,1,200,0,0,0,call
1000,25211433301660888,خپارس,699,712,20241015,20241201,750,23,23335433740667419,1,0,1,1,0.0,0.0,0,0,اختيارخ خپارس-750-14030911,ضخپارس903,1,1000,0,0,0,call
1000,25211433301660888,خپارس,699,712,20241015,20250202,900,86,65416041221756535,1,0,1,1,0.0,0.0,0,0,اختيارخ خپارس-900-14031114,ضخپارس1106,1,100,0,0,0,call
1000,25211433301660888,خپارس,699,712,20241015,20250202,1100,86,3955597371107378,1,0,1,1,0.0,0.0,0,0,اختيارخ خپارس-1100-14031114,ضخپارس1109,1,100,0,0,0,call
1000,53059909885484371,رويين,10073,10135,20240917,20250316,16000,128,16347467991492491,1,0,1,1,0.0,0.0,0,0,اختيارخ رويين-16000-14031226,ضرويين1210,1,100,0,0,0,call
1000,66416853783916493,دي,623,641,20241008,20241222,500,44,27802100355197095,1,0,1,1,0.0,0.0,0,0,اختيارخ دي-500-14031002,ضدي1003,10,300,0,0,0,call
1000,41625340598198551,بساما,13410,13280,20240804,20241124,14000,16,25172968489424540,100,1284,100,100,0.0,0.0,0,0,اختيارخ بساما-14000-14030904,ضبساما907,33,1,0,0,1284,call
1000,41625340598198551,بساما,13410,13280,20240804,20250223,9500,107,28385325413877215,5100,14766,5100,5100,0.0,0.0,0,0,اختيارخ بساما-9500-14031205,ضبساما1202,2621,1,5139,52,14766,call
1000,41625340598198551,بساما,13410,13280,20240804,20250223,17000,107,45196019851363643,500,1622,500,500,0.0,0.0,0,0,اختيارخ بساما-17000-14031205,ضبساما1210,0,0,0,0,1622,call
1257,58741071099161284,فرابورس,4127,4162,20231212,20241208,7915,30,36382787745786776,1,0,1,1,0.0,0.0,0,0,اختيارخ فرابورس-7915-14030918,ضفرابورس907,0,0,0,0,0,call
1000,49270349234092953,خاور,1295,1334,20240623,20241110,1490,2,61482027495680022,1,10,1,1,0.0,0.0,0,0,اختيارخ خاور-1490-14030820,ضخاور801,0,0,0,0,10,call
1000,49270349234092953,خاور,1295,1334,20241012,20241229,1300,51,37626686127666878,1,0,1,1,0.0,0.0,0,0,اختيارخ خاور-1300-14031009,ضخاور1003,2,1000,0,0,0,call
